"","EyetrackingR","MyVersionPositiveT","MyVersionNegativeT"
"661",-3.20925625510572,-2.10467870398631,-2.10467870398631
"662",0,2.71669235201072,2.71669235201072
"663",2.11285007371453,-2.09504391599624,-2.09504391599624
"664",2.24061854851023,2.95246116541819,2.95246116541819
"665",4.21295393338946,2.37207572226468,2.37207572226468
"666",-3.90880679368949,2.78655413649195,-3.27820169221505
"667",0,-2.63592133116835,-2.87689007466124
"668",-3.44245776501579,-2.68152842149629,-4.9570601574984
"669",2.10840654316489,2.98730666615107,-2.84234346485477
"670",2.74693548622033,4.71033346235071,-2.36587185688938
"671",0,-2.36168937857427,-2.36168937857427
"672",0,2.78012085067721,-2.22330596879834
"673",0,-3.20645992979567,-4.55983779784526
"674",3.4204890800986,-2.67100906763234,-2.67100906763234
"675",3.09245421522511,0,0
"676",2.78012085067721,2.22725860462418,-2.300831742694
"677",-2.10818510677892,0,0
"678",0,-3.21052631578947,-3.21052631578947
"679",-2.44172026007226,-2.99278537414169,-2.99278537414169
"680",0,0,0
"681",0,-2.23916443449594,-2.23916443449594
"682",0,0,0
"683",0,2.21995239561563,2.21995239561563
"684",2.19016989785258,-2.52441494359652,-2.52441494359652
"685",-2.34200522045872,2.87642553948435,2.87642553948435
"686",3.35168402777188,2.21402777230681,2.21402777230681
"687",0,3.55902608401044,3.55902608401044
"688",-2.55096052050341,0,0
"689",0,2.69016844026656,-2.39045721866879
"690",-2.10840654316489,-2.69016844026656,-2.71227819903726
"691",2.25799302362937,0,0
"692",0,2.32249316630466,2.32249316630466
"693",3.682947537517,0,0
"694",2.44172026007226,0,0
"695",0,3.81221356749159,3.81221356749159
"696",2.10476882661054,2.16888494290298,2.10818510677892
"697",0,0,0
"698",0,0,0
"699",2.52138231015314,0,0
"700",0,4.57368197137102,4.57368197137102
"701",0,0,0
"702",2.84234346485476,0,0
"703",0,-3.04885562982926,-3.04885562982926
"704",0,0,0
"705",0,0,0
"706",-2.16888494290298,0,0
"707",-2.52138231015314,2.48870112455863,2.48870112455863
"708",2.46867163118984,3.08512832757664,-2.67100906763234
"709",0,3.06312194490894,2.10467870398631
"710",0,0,0
"711",0,0,0
"712",-2.79660599332023,-2.36587185688938,-2.36587185688938
"713",0,2.36587185688938,2.36587185688938
"714",0,0,0
"715",0,2.19016989785258,2.19016989785258
"716",0,-2.21995239561563,-2.25799302362937
"717",2.34864408377644,-2.12070034636868,-2.12070034636868
"718",-2.76995313720608,-2.71669235201072,-2.84234346485477
"719",2.76995313720608,-3.17920717521954,-3.17920717521954
"720",-2.79660599332023,3.55491479287324,-3.14153751378685
"721",-2.13576869920596,0,0
"722",0,-2.61664164276459,-2.61664164276459
"723",2.52441494359652,0,0
"724",7.90547209277249,2.36168937857427,2.36168937857427
"725",0,2.75040337640369,2.75040337640369
"726",0,2.82583705660136,-2.37802330742771
"727",0,3.76934538106684,2.25799302362937
"728",0,3.682947537517,-2.22330596879834
"729",0,0,0
"730",-2.49722934457863,0,0
"731",-2.52441494359652,2.300831742694,2.300831742694
"732",2.49722934457863,0,0
"733",-3.30157514019816,2.52441494359652,2.52441494359652
"734",4.62615113676368,-2.44172026007226,-2.44172026007226
"735",0,0,0
"736",0,2.22458843332556,2.22458843332556
"737",0,0,0
"738",3.21052631578947,2.36587185688938,-2.12070034636868
"739",0,2.71720587189655,2.71720587189655
"740",-2.34864408377644,-2.34211752171288,-3.55491479287324
"741",2.87642553948435,2.56660293882961,-3.35168402777188
"742",2.300831742694,-2.61664164276459,-2.82783185437766
"743",-3.03868286007933,2.37802330742771,-2.22092957934888
"744",2.55096052050341,0,0
"745",-2.52441494359652,0,0
"746",4.72448794920281,-3.15636746936407,-3.15636746936407
"747",2.50153052477735,0,0
"748",-5.53626279734957,-2.09504391599624,-2.09504391599624
"749",0,0,0
"750",3.70805312835941,0,0
"751",-2.84234346485476,0,0
"752",-2.62374883916401,2.21388208478914,-2.37814981781333
"753",0,-2.78655413649195,-2.78655413649195
"754",0,2.66618548391556,2.53784908260946
"755",0,0,0
"756",0,2.32249316630466,2.32249316630466
"757",2.44172026007226,0,0
"758",2.76171656489186,3.08417457717258,-2.11285007371453
"759",2.48870112455863,-2.23835351154791,-2.23835351154791
"760",-2.34675230410276,-2.34675230410276,-2.34675230410276
"761",2.78012085067721,0,0
"762",0,-2.11285007371453,-2.11285007371453
"763",0,0,0
"764",0,0,0
"765",0,0,0
"766",-3.55412239452714,2.23916443449594,-2.20105009346544
"767",0,4.10319361933436,-2.43825409136302
"768",0,0,0
"769",0,2.43825409136302,2.43825409136302
"770",0,0,0
"771",0,0,0
"772",0,3.15959662733356,-3.23876638156147
"773",0,0,0
"774",0,0,0
"775",0,0,0
"776",0,2.34864408377644,2.34864408377644
"777",2.67100906763234,0,0
"778",2.52138231015314,3.4204890800986,3.4204890800986
"779",0,2.62068133510099,2.62068133510099
"780",3.07437418830991,-2.92221249102399,-2.92221249102399
"781",0,0,0
"782",-2.21402777230681,-2.10818510677892,-2.10818510677892
"783",2.21995239561563,-2.32249316630466,-2.32249316630466
"784",0,0,0
"785",4.57368197137102,2.92221249102399,-2.62374883916401
"786",-2.5855200451516,2.44172026007226,2.44172026007226
"787",-2.34675230410276,2.43825409136302,2.43825409136302
"788",2.38498421129987,0,0
"789",0,-2.22330596879834,-2.22330596879834
"790",0,-2.22092957934888,-2.22092957934888
"791",0,0,0
"792",-3.51447362767382,2.3323624036192,-2.71669235201072
"793",0,3.63064344376009,2.83449686928711
"794",0,0,0
"795",2.37802330742771,0,0
"796",0,-2.11285007371453,-2.32249316630466
"797",-2.47679816456288,-2.51661147842358,-2.74693548622033
"798",2.32249316630466,2.39045721866879,2.39045721866879
"799",0,2.49722934457863,-2.47679816456288
"800",0,-2.89609864945713,-2.89609864945713
"801",-2.48376918359666,2.55096052050341,2.55096052050341
"802",0,0,0
"803",2.22330596879834,2.32249316630466,-2.25799302362937
"804",-2.15307119220985,5.00574815071795,-2.23916443449594
"805",2.66377157660819,2.55096052050341,2.55096052050341
"806",0,0,0
"807",-2.300831742694,3.21052631578947,-2.11285007371453
"808",-2.10476882661054,0,0
"809",0,2.19016989785258,2.19016989785258
"810",0,2.36168937857427,-2.6263358283586
"811",2.15606546468913,-3.09245421522511,-3.09245421522511
"812",3.89945494465002,2.79660599332023,2.79660599332023
"813",2.10840654316489,2.74693548622034,2.10467870398631
"814",0,2.21402777230681,2.21402777230681
"815",0,0,0
"816",2.40172387489727,2.34211752171288,2.34211752171288
"817",0,-2.15606546468913,-2.19856446213224
"818",2.13576869920596,-2.50153052477735,-2.50153052477735
"819",5.01468431942923,2.20105009346544,-3.14153751378685
"820",-2.78655413649195,2.81861677368741,2.20105009346544
"821",-3.30157514019816,-2.25799302362937,-2.25799302362937
"822",-2.72501795067583,-2.10840654316489,-2.10840654316489
"823",3.08417457717258,-3.19855736712181,-3.19855736712181
"824",0,3.44867422950724,-2.300831742694
"825",2.78012085067721,-2.34211752171288,-2.48376918359667
"826",0,2.12070034636868,-2.66377157660819
"827",-2.39045721866879,2.49722934457863,2.49722934457863
"828",-2.44172026007226,3.55491479287324,3.55491479287324
"829",-3.76934538106684,2.24061854851023,2.24061854851023
"830",-2.52441494359652,0,0
"831",-2.92221249102399,2.50153052477735,2.50153052477735
"832",0,-2.2820404859343,-2.2820404859343
"833",0,2.22330596879834,-2.61617667665206
"834",3.41087349091321,0,0
"835",-3.08417457717258,2.83449686928711,2.83449686928711
"836",0,0,0
"837",-3.84176752028055,2.22330596879834,2.22330596879834
"838",2.82583705660136,2.19856446213224,2.19856446213224
"839",0,0,0
"840",-2.62068133510099,0,0
"841",-2.89289807700342,3.0523211362696,2.66377157660819
"842",2.69016844026656,-3.81221356749159,-3.81221356749159
"843",0,0,0
"844",2.63592133116836,2.09504391599624,-2.15307119220985
"845",0,-2.49722934457863,-2.66377157660819
"846",2.16888494290298,0,0
"847",2.68152842149629,2.40172387489727,2.40172387489727
"848",0,2.86331335445994,2.86331335445994
"849",0,-2.34864408377644,-2.34936050513458
"850",0,0,0
"851",-2.10476882661054,0,0
"852",2.16888494290298,0,0
"853",0,0,0
"854",0,0,0
"855",-3.25409463221557,0,0
"856",-2.65361388801511,-3.08512832757664,-3.08512832757664
"857",3.55902608401044,-2.12070034636868,-2.12070034636868
"858",0,-2.6263358283586,-2.6263358283586
"859",3.34468472174142,2.25799302362937,2.25799302362937
"860",3.37920284718549,3.01491309935755,3.01491309935755
"861",0,3.20645992979567,-2.63592133116835
"862",0,-2.19016989785258,-2.19016989785258
"863",-2.46867163118984,2.97274440581857,2.12070034636868
"864",2.59239734945615,0,0
"865",-2.23916443449594,0,0
"866",0,0,0
"867",-3.10349896840578,2.34936050513458,-2.86331335445994
"868",2.34675230410276,2.38498421129988,2.38498421129988
"869",-2.20105009346544,-5.27173719263924,-5.27173719263924
"870",6.97719515253039,2.82583705660136,2.82583705660136
"871",-2.62068133510099,2.68152842149629,2.68152842149629
"872",-2.22458843332556,2.54958582863865,-4.55983779784526
"873",-2.84234346485476,-2.34675230410276,-2.36587185688938
"874",0,2.10840654316489,2.10840654316489
"875",2.24061854851023,0,0
"876",2.19856446213224,0,0
"877",2.34936050513458,-4.17545888841442,-4.17545888841442
"878",0,0,0
"879",4.4845945718649,-2.43825409136302,-2.43825409136302
"880",2.5855200451516,0,0
"881",-3.3593828748507,2.56455124279533,-2.5855200451516
"882",0,2.32249316630466,2.32249316630466
"883",0,2.53784908260946,-2.15307119220985
"884",0,-2.61617667665206,-2.95561028958624
"885",-2.300831742694,-2.37802330742771,-2.37802330742771
"886",-2.61101699849969,2.40172387489727,2.40172387489727
"887",-2.2820404859343,-2.21995239561563,-4.23264520733749
"888",-2.95561028958624,2.23835351154791,2.23835351154791
"889",2.22725860462418,2.79660599332023,-2.15606546468913
"890",-2.44172026007226,2.19856446213224,2.19856446213224
"891",2.23916443449594,2.49722934457863,2.49722934457863
"892",0,-2.2820404859343,-2.2820404859343
"893",3.10349896840578,-2.89663786982514,-2.89663786982514
"894",0,0,0
"895",2.40172387489727,0,0
"896",0,2.10818510677892,-3.14153751378685
"897",0,2.81861677368741,-2.61617667665206
"898",-3.20925625510572,-2.86331335445994,-2.86331335445994
"899",2.71720587189655,2.13576869920596,-2.32249316630466
"900",0,0,0
"901",0,0,0
"902",-3.19855736712181,-2.21402777230681,-2.21402777230681
"903",0,0,0
"904",0,0,0
"905",-2.22330596879834,0,0
"906",-2.6263358283586,-2.09504391599624,-2.5855200451516
"907",2.40172387489727,2.10467870398631,2.10467870398631
"908",-2.66618548391556,2.34211752171288,2.09504391599624
"909",4.52265903444453,0,0
"910",-2.23835351154791,2.83449686928711,-2.34936050513458
"911",2.53784908260946,0,0
"912",0,-2.92221249102399,-2.92221249102399
"913",0,0,0
"914",0,-6.11305704838924,-6.11305704838924
"915",4,0,0
"916",-3.20645992979567,4.9830109743052,4.9830109743052
"917",0,2.19856446213224,2.19856446213224
"918",0,0,0
"919",-3.19855736712181,0,0
"920",0,-2.75040337640369,-2.75040337640369
"921",0,0,0
"922",7.56831243095217,3.08512832757664,3.08512832757664
"923",-2.12070034636868,-2.47679816456288,-2.47679816456288
"924",-2.34936050513458,-2.16888494290298,-2.16888494290298
"925",0,2.84234346485477,-2.15307119220985
"926",0,0,0
"927",-2.75817778114508,2.48870112455863,-2.10467870398631
"928",2.89609864945713,-2.21995239561563,-2.21995239561563
"929",0,-3.10165329535023,-3.10165329535023
"930",-2.68152842149629,2.34864408377644,-4.7657223900657
"931",5.40666774347724,-2.3323624036192,-2.3323624036192
"932",-2.91416128417596,-2.26000613853934,-2.26000613853934
"933",2.10476882661054,2.66377157660819,2.66377157660819
"934",2.52441494359652,3.31918477076358,-2.84234346485476
"935",3.2691742076555,-2.44746787719492,-2.44746787719492
"936",4.77437059069448,2.34211752171288,-2.40172387489727
"937",3.31918477076358,2.82583705660136,-2.10818510677892
"938",-2.10476882661054,-3.2433656395008,-3.2433656395008
"939",-2.89609864945713,-2.300831742694,-2.300831742694
"940",0,-2.37802330742771,-3.20925625510572
"941",-2.67100906763234,-2.300831742694,-2.300831742694
"942",2.69016844026656,2.300831742694,-2.09504391599624
"943",-2.44172026007226,2.5855200451516,-2.37207572226468
"944",0,-2.82783185437766,-2.82783185437766
"945",0,0,0
"946",-2.50153052477735,2.61617667665206,2.61617667665206
"947",0,2.52138231015314,2.52138231015314
"948",-2.2820404859343,2.11285007371453,-2.16888494290298
"949",2.74693548622033,-2.34864408377644,-2.34864408377644
"950",0,0,0
"951",0,2.82583705660136,-3.06312194490894
"952",-3.23876638156147,-2.34200522045872,-2.34200522045872
"953",2.87642553948435,0,0
"954",-2.61101699849969,0,0
"955",-2.46867163118984,0,0
"956",0,-2.300831742694,-2.82783185437766
"957",-3.57711230439641,0,0
"958",0,-3.27820169221505,-3.27820169221505
"959",0,3.14153751378685,3.14153751378685
"960",-2.6263358283586,0,0
"961",2.23916443449594,-3.20954900558896,-3.20954900558896
"962",0,-2.21995239561563,-2.21995239561563
"963",-2.66377157660819,0,0
"964",-2.15307119220985,0,0
"965",-3.60908516811507,0,0
"966",0,2.59239734945614,2.59239734945614
"967",-2.39045721866879,2.19016989785258,-6.67283751986043
"968",-2.67100906763234,0,0
"969",-2.19856446213224,2.54958582863865,-3.23876638156147
"970",2.74693548622033,-2.20105009346544,-2.20105009346544
"971",2.47728700484881,-2.22725860462418,-2.22725860462418
"972",-3.78413611197513,0,0
"973",0,0,0
"974",0,-2.37814981781333,-2.44172026007226
"975",-3.39267490830831,-3.20954900558896,-3.20954900558896
"976",0,0,0
"977",2.37802330742771,2.44746787719492,2.44746787719492
"978",0,2.96599182814585,2.96599182814585
"979",-2.89289807700342,-2.56660293882961,-2.56660293882961
"980",-2.62068133510099,-2.82783185437766,-2.82783185437766
"981",-2.87689007466124,2.55096052050341,2.25819439102596
"982",-2.61664164276459,0,0
"983",2.52138231015314,2.26000613853934,2.26000613853934
"984",0,4.06760742692513,4.06760742692513
"985",0,-2.37814981781333,-2.37814981781333
"986",-2.54958582863865,-2.52138231015314,-2.52138231015314
"987",0,2.21995239561563,-2.15606546468913
"988",-2.52441494359652,0,0
"989",2.96599182814585,2.2820404859343,-2.4772870048488
"990",0,2.46867163118984,2.46867163118984
"991",0,0,0
"992",0,0,0
"993",0,3.17920717521954,-3.55491479287324
"994",0,5.48138241188628,5.48138241188628
"995",0,0,0
"996",0,2.87689007466124,-2.50153052477735
"997",2.86331335445994,-2.4648906473717,-2.56660293882961
"998",3.04885562982926,2.21388208478914,2.21388208478914
"999",0,0,0
"1000",3.4223279748036,2.34864408377644,-2.56660293882961
"1001",0,-2.52138231015314,-2.52138231015314
"1002",0,0,0
"1003",3.30846579942213,2.44746787719492,2.300831742694
"1004",0,0,0
"1005",3.27820169221505,0,0
"1006",-3.37778467051957,3.55902608401044,3.55902608401044
"1007",0,2.89663786982514,-2.16888494290298
"1008",-2.34675230410276,3.35168402777188,3.35168402777188
"1009",2.61101699849969,2.21388208478914,-2.4772870048488
"1010",-2.52138231015314,2.79660599332023,2.79660599332023
"1011",2.62374883916401,3.61268118332912,-2.43825409136302
"1012",-2.76171656489186,0,0
"1013",8.06551124493427,0,0
"1014",2.52441494359652,0,0
"1015",2.92221249102399,2.52441494359652,-2.47679816456288
"1016",0,2.53784908260946,2.53784908260946
"1017",-3.30157514019816,2.47679816456288,-2.71227819903726
"1018",0,-2.34936050513458,-2.34936050513458
"1019",2.12070034636868,2.3323624036192,-2.13576869920596
"1020",2.63592133116836,2.15606546468913,-3.43410882883403
"1021",2.96599182814585,2.22725860462418,2.22725860462418
"1022",2.34211752171288,-3.20645992979567,-3.20645992979567
"1023",-2.3323624036192,2.34293620952907,-2.84234346485477
"1024",0,0,0
"1025",-2.82783185437766,0,0
"1026",-2.96599182814585,2.43825409136302,2.43825409136302
"1027",-4.54068198384512,0,0
"1028",-2.71227819903726,0,0
"1029",0,-2.10476882661054,-3.30090423833185
"1030",2.23916443449594,2.83449686928711,2.83449686928711
"1031",2.96599182814585,0,0
"1032",0,2.19016989785258,-2.56455124279533
"1033",2.76995313720608,3.20954900558896,-2.10476882661054
"1034",2.71227819903726,2.75040337640369,2.75040337640369
"1035",2.61617667665206,3.03868286007934,3.03868286007934
"1036",0,2.25819439102596,2.25819439102596
"1037",0,0,0
"1038",0,2.22330596879834,2.22330596879834
"1039",2.36168937857427,2.34293620952907,2.34293620952907
"1040",0,2.40172387489727,-2.15307119220985
"1041",-2.82583705660136,0,0
"1042",-4.52265903444453,2.56660293882961,2.56660293882961
"1043",5.3088617683686,2.82783185437766,2.82783185437766
"1044",2.34864408377644,0,0
"1045",2.6263358283586,2.20105009346544,-3.07437418830991
"1046",2.25799302362937,2.92221249102399,2.47728700484881
"1047",2.19016989785258,3.96816080967197,3.96816080967197
"1048",0,2.48376918359667,2.48376918359667
"1049",-2.15307119220985,2.92313624008529,2.92313624008529
"1050",6.43691702249274,2.21388208478914,2.21388208478914
"1051",2.61664164276459,0,0
"1052",0,-2.19856446213224,-2.19856446213224
"1053",3.21052631578947,0,0
"1054",-2.46867163118984,3.30157514019816,-3.37778467051957
"1055",-3.30157514019816,0,0
"1056",2.74693548622033,2.89663786982514,2.89663786982514
"1057",2.76995313720608,2.47728700484881,-2.47679816456288
"1058",2.16888494290298,0,0
"1059",0,0,0
"1060",-2.25799302362937,2.4648906473717,-2.12070034636868
"1061",0,0,0
"1062",0,-2.2820404859343,-2.2820404859343
"1063",0,3.30090423833185,2.23835351154791
"1064",0,3.04885562982926,2.37814981781333
"1065",-4.54975177092885,2.19016989785258,-2.89289807700341
"1066",5.4793768353944,2.21402777230681,2.10467870398631
"1067",0,3.20645992979567,3.20645992979567
"1068",-2.24061854851023,2.44746787719492,2.09504391599624
"1069",-2.43825409136302,3.71983371095575,3.71983371095575
"1070",0,2.61664164276459,-2.91416128417596
"1071",2.300831742694,0,0
"1072",-3.43410882883403,-2.54958582863865,-2.61664164276459
"1073",2.43825409136302,-2.95561028958624,-2.95561028958624
"1074",-2.79660599332023,2.38498421129988,2.38498421129988
"1075",2.83449686928711,-2.15606546468913,-2.15606546468913
"1076",-2.62068133510099,0,0
"1077",0,6.02391673138214,-2.23916443449594
"1078",0,0,0
"1079",2.59239734945614,3.20645992979567,2.12070034636868
"1080",3.08512832757664,-2.25819439102596,-2.25819439102596
"1081",0,2.21388208478914,2.21388208478914
"1082",-2.54958582863865,0,0
"1083",2.49722934457863,2.54958582863865,2.54958582863865
"1084",3.21052631578947,0,0
"1085",-2.34864408377644,0,0
"1086",-2.81861677368741,3.09228708696833,3.09228708696833
"1087",2.92221249102399,0,0
"1088",0,0,0
"1089",-2.10840654316489,0,0
"1090",0,2.3323624036192,2.22458843332556
"1091",0,-2.19016989785258,-3.89945494465002
"1092",-2.61664164276459,-2.96599182814585,-2.96599182814585
"1093",2.22330596879834,2.25819439102596,-2.34200522045872
"1094",0,-2.82783185437766,-3.08512832757664
"1095",-2.2820404859343,3.55491479287324,-2.15307119220985
"1096",0,0,0
"1097",0,2.10476882661054,2.10476882661054
"1098",0,2.32249316630466,-3.17920717521954
"1099",2.10467870398631,2.52441494359652,-4.23264520733749
"1100",0,4.64999599865965,4.64999599865965
"1101",2.32249316630466,-3.20925625510572,-3.20925625510572
"1102",-2.61617667665206,2.32249316630466,2.32249316630466
"1103",-2.81861677368741,2.62068133510099,2.62068133510099
"1104",0,0,0
"1105",-2.22725860462418,3.44245776501579,3.44245776501579
"1106",2.71227819903726,2.26000613853934,2.26000613853934
"1107",-3.51447362767382,2.74693548622033,2.74693548622033
"1108",2.69016844026656,-2.34675230410276,-2.34675230410276
"1109",2.89289807700342,-3.01491309935755,-3.01491309935755
"1110",-4.87276339944226,0,0
"1111",2.36168937857427,0,0
"1112",-2.15307119220985,-2.16888494290298,-2.16888494290298
"1113",3.31918477076358,3.75928602329733,3.75928602329733
"1114",0,0,0
"1115",3.75928602329733,-2.61101699849969,-2.61101699849969
"1116",2.23916443449594,2.36587185688938,2.36587185688938
"1117",6.89224031879172,0,0
"1118",0,-2.37207572226468,-2.37207572226468
"1119",0,3.06312194490894,-2.2820404859343
"1120",0,-2.26000613853934,-2.26000613853934
"1121",3.30846579942213,-2.87642553948435,-2.87642553948435
"1122",0,-3.83049603173929,-3.83049603173929
"1123",0,2.23835351154791,2.23835351154791
"1124",-2.15307119220985,2.78655413649195,2.78655413649195
"1125",2.40172387489727,0,0
"1126",0,2.99278537414169,-3.09228708696833
"1127",-2.71720587189655,-2.78655413649195,-2.78655413649195
"1128",2.51661147842358,2.15606546468913,2.15606546468913
"1129",-2.23916443449594,0,0
"1130",-3.72654278228704,0,0
"1131",-2.36587185688938,0,0
"1132",6.62549914570021,-2.300831742694,-2.300831742694
"1133",0,0,0
"1134",0,2.26000613853934,2.26000613853934
"1135",0,2.89289807700342,-2.21388208478914
"1136",0,0,0
"1137",0,0,0
"1138",2.22330596879834,-2.10476882661054,-2.10476882661054
"1139",2.71227819903726,0,0
"1140",2.21402777230681,5.78665238734716,-2.10818510677892
"1141",-2.95246116541818,0,0
"1142",0,2.16888494290298,2.16888494290298
"1143",-2.300831742694,2.25799302362937,-2.36168937857427
"1144",-2.300831742694,2.56455124279533,2.56455124279533
"1145",-2.300831742694,2.63592133116836,-2.10467870398631
"1146",-2.21995239561563,-2.36168937857427,-3.1669683660287
"1147",-2.37207572226468,0,0
"1148",-2.95561028958624,5.09716201489227,-2.47728700484881
"1149",3.01491309935755,2.38498421129988,-3.03868286007933
"1150",2.21995239561563,-2.47679816456288,-2.47679816456288
"1151",0,0,0
"1152",2.90181717205162,0,0
"1153",3.26724208774327,-2.34293620952907,-2.36587185688938
"1154",0,-2.26000613853934,-2.26000613853934
"1155",0,2.19016989785258,-2.98730666615107
"1156",-2.34293620952907,0,0
"1157",0,0,0
"1158",0,3.54849328173635,2.83449686928711
"1159",-2.76995313720608,-3.52626643545578,-3.52626643545578
"1160",0,0,0
"1161",0,0,0
"1162",0,-3.09228708696833,-4.03437054705295
"1163",-2.49722934457863,-2.21995239561563,-2.21995239561563
"1164",0,2.37814981781333,-3.55491479287324
"1165",0,2.44172026007226,-4.32591814984935
"1166",0,2.22458843332556,2.22458843332556
"1167",-2.98730666615107,0,0
"1168",0,5.19396380113415,-2.12070034636868
"1169",-2.40172387489727,5.68438345452184,5.68438345452184
"1170",0,0,0
"1171",0,0,0
"1172",-2.21995239561563,2.92221249102399,-3.34468472174142
"1173",0,2.6263358283586,-2.87642553948435
"1174",0,-2.37207572226468,-2.37207572226468
"1175",2.16888494290298,-2.34293620952907,-2.34293620952907
"1176",-3.01491309935755,2.72501795067583,2.72501795067583
"1177",2.68152842149629,0,0
"1178",2.3323624036192,2.25799302362937,2.25799302362937
"1179",-2.61617667665206,-2.37814981781333,-2.37814981781333
"1180",2.23916443449594,3.37778467051957,3.37778467051957
"1181",0,0,0
"1182",2.10840654316489,2.71669235201072,-2.68152842149629
"1183",-3.44867422950725,-2.21388208478914,-2.21388208478914
"1184",2.21995239561563,3.17920717521954,3.17920717521954
"1185",0,0,0
"1186",0,2.45506897123472,2.45506897123472
"1187",2.09504391599624,2.19856446213224,2.19856446213224
"1188",2.8344968692871,-3.37778467051957,-3.37778467051957
"1189",-2.48870112455863,0,0
"1190",-2.10840654316489,0,0
"1191",0,2.56455124279533,2.56455124279533
"1192",2.26000613853934,0,0
"1193",2.68152842149629,2.50153052477735,-2.21402777230681
"1194",2.55096052050341,2.51661147842358,2.51661147842358
"1195",-2.43825409136302,3.63027233961209,3.63027233961209
"1196",3.55491479287324,0,0
"1197",2.76217096349785,2.36587185688938,-2.63592133116835
"1198",-2.62068133510099,2.6263358283586,-2.34936050513458
"1199",-2.62374883916401,2.82583705660136,2.82583705660136
"1200",0,-2.12070034636868,-2.2820404859343
"1201",3.41087349091321,-2.37207572226468,-2.40172387489727
"1202",-2.89289807700342,3.63422915493662,2.89663786982514
"1203",-2.45506897123473,2.71669235201072,-2.36587185688938
"1204",2.63592133116836,0,0
"1205",-2.10840654316489,0,0
"1206",2.86331335445994,-2.6263358283586,-2.6263358283586
"1207",-2.53784908260946,2.98730666615107,2.10476882661054
"1208",0,0,0
"1209",-3.55902608401044,3.03868286007933,2.52441494359652
"1210",0,0,0
"1211",0,-2.37207572226468,-2.6263358283586
"1212",-3.0523211362696,0,0
"1213",3.26917420765551,0,0
"1214",-3.14153751378685,0,0
"1215",0,4.64283696315272,-2.48376918359667
"1216",2.52441494359652,0,0
"1217",5.13968069882218,0,0
"1218",-2.61664164276459,0,0
"1219",2.34675230410276,2.21388208478914,-2.56455124279533
"1220",0,2.09504391599624,2.09504391599624
"1221",-3.41087349091321,4.26147773537473,4.26147773537473
"1222",-2.63592133116836,3.1669683660287,3.1669683660287
"1223",-2.82583705660136,3.03868286007933,3.03868286007933
"1224",-2.61101699849969,-2.37207572226468,-2.44172026007226
"1225",2.68152842149629,0,0
"1226",0,2.6263358283586,-4.62615113676368
"1227",0,0,0
"1228",0,0,0
"1229",0,-3.19855736712181,-3.19855736712181
"1230",-3.07437418830991,-2.32249316630466,-2.32249316630466
"1231",3.54966478474501,-3.15636746936407,-3.15636746936407
"1232",0,2.82583705660136,-2.21402777230681
"1233",0,2.82783185437766,-2.09504391599624
"1234",3.10349896840578,0,0
"1235",0,2.61101699849969,-2.53784908260946
"1236",2.10840654316489,-2.10476882661054,-2.21995239561563
"1237",0,2.32249316630466,-2.40172387489727
"1238",-2.50153052477735,-2.34864408377644,-2.34864408377644
"1239",-2.56455124279533,0,0
"1240",-2.56660293882961,-3.01491309935755,-3.01491309935755
"1241",0,3.21052631578947,2.25819439102596
"1242",0,-2.49722934457863,-2.49722934457863
"1243",0,0,0
"1244",0,-2.89289807700341,-2.89289807700341
"1245",0,2.48870112455863,2.48870112455863
"1246",0,0,0
"1247",-2.23916443449594,0,0
"1248",-2.24061854851023,2.34200522045872,-2.09504391599624
"1249",0,2.66377157660819,2.66377157660819
"1250",-2.69016844026656,2.21388208478914,2.21388208478914
"1251",3.82936914345605,4.0425563576482,4.0425563576482
"1252",2.37814981781333,0,0
"1253",-2.59239734945614,-2.95246116541818,-2.95246116541818
"1254",0,0,0
"1255",-2.25799302362937,-2.34200522045872,-2.34200522045872
"1256",2.74693548622033,0,0
"1257",-2.19016989785258,2.2820404859343,-2.97274440581857
"1258",3.07437418830991,3.70805312835941,-2.48376918359667
"1259",2.10840654316489,-2.37207572226468,-2.37207572226468
"1260",2.72501795067583,2.09504391599624,-2.62068133510099
"1261",2.89663786982514,2.86331335445994,-2.61617667665206
"1262",0,0,0
"1263",0,-2.16888494290298,-2.16888494290298
"1264",-6.10303909925918,2.76217096349785,2.76217096349785
"1265",4.78689817513946,0,0
"1266",0,0,0
"1267",0,2.25799302362937,-2.67100906763234
"1268",-3.70805312835941,2.45506897123472,-2.62374883916401
"1269",2.89609864945713,2.36587185688938,-3.3593828748507
"1270",-2.65361388801511,2.55096052050341,2.55096052050341
"1271",-4.06760742692513,0,0
"1272",4.8989532194759,2.20105009346544,2.13576869920596
"1273",0,-2.36587185688938,-2.36587185688938
"1274",2.16888494290298,-2.19016989785258,-2.19016989785258
"1275",0,2.66377157660819,2.66377157660819
"1276",2.84234346485476,-2.3323624036192,-2.3323624036192
"1277",0,-3.43410882883403,-3.43410882883403
"1278",2.23916443449594,-2.34675230410276,-5.01464724717235
"1279",-2.15606546468913,-2.75817778114508,-2.75817778114508
"1280",0,-2.34936050513458,-2.34936050513458
"1281",-5.3002357984517,0,0
"1282",-2.6263358283586,0,0
"1283",2.63592133116836,0,0
"1284",2.78655413649195,0,0
"1285",-2.52138231015314,2.66377157660819,2.66377157660819
"1286",2.16888494290298,-3.41087349091321,-3.41087349091321
