"","EyetrackingR","MyVersionPositiveT","MyVersionNegativeT"
"302",-6.45333732312211,2.34936050513458,-2.20105009346544
"303",2.10818510677892,0,0
"304",2.25799302362937,0,0
"305",3.83049603173929,2.90181717205162,2.53784908260946
"306",2.47679816456288,2.16888494290298,2.16888494290298
"307",0,0,0
"308",-2.56660293882961,-2.25799302362937,-2.25799302362937
"309",-2.15307119220985,3.08417457717258,-2.37802330742771
"310",-2.34293620952907,-2.2820404859343,-2.2820404859343
"311",0,-2.94629473757339,-2.94629473757339
"312",3.54849328173635,0,0
"313",-3.35168402777188,-2.56455124279533,-2.56455124279533
"314",0,-2.92221249102399,-2.92221249102399
"315",0,0,0
"316",0,0,0
"317",0,2.32249316630466,2.32249316630466
"318",0,0,0
"319",2.55096052050341,2.21995239561563,2.19016989785258
"320",-2.46867163118984,0,0
"321",-2.40172387489727,4.48129899242771,4.48129899242771
"322",-2.50153052477735,-2.47728700484881,-2.47728700484881
"323",2.22458843332556,0,0
"324",3.26724208774327,2.6263358283586,-2.10476882661054
"325",3.2433656395008,2.47679816456288,-2.44172026007226
"326",0,0,0
"327",-2.39045721866879,-3.37778467051957,-3.37778467051957
"328",0,0,0
"329",0,0,0
"330",0,2.20105009346544,2.20105009346544
"331",0,2.78012085067721,-2.59239734945615
"332",0,0,0
"333",0,2.24061854851023,-2.82583705660136
"334",2.16888494290298,-2.50153052477735,-2.50153052477735
"335",2.61617667665206,3.10349896840578,-2.74693548622033
"336",-2.38498421129988,0,0
"337",-2.54958582863865,2.10476882661054,2.10476882661054
"338",0,5.33108137118061,-2.23916443449594
"339",2.81861677368741,-3.10349896840578,-3.10349896840578
"340",0,-2.55096052050341,-2.55096052050341
"341",0,-2.16888494290298,-2.16888494290298
"342",2.75040337640369,0,0
"343",0,2.22330596879834,2.22330596879834
"344",-6.32556430416849,0,0
"345",-2.72501795067583,0,0
"346",2.34936050513458,0,0
"347",2.12070034636868,-2.10840654316489,-2.10840654316489
"348",0,2.5855200451516,2.12070034636868
"349",0,0,0
"350",0,0,0
"351",2.43825409136302,0,0
"352",3.14153751378685,3.63064344376009,-2.52441494359652
"353",4.15833493278878,-2.53784908260946,-3.44444444444444
"354",0,-3.10165329535023,-3.10165329535023
"355",0,0,0
"356",-4.27112689075653,0,0
"357",0,-2.3323624036192,-2.3323624036192
"358",3.30090423833185,0,0
"359",-4.29078695732826,-4.28897538845201,-4.28897538845201
"360",2.36587185688938,2.67100906763234,2.67100906763234
"361",-2.47679816456288,0,0
"362",-2.54958582863865,0,0
"363",0,-2.12070034636868,-2.52441494359652
"364",-3.49083919054852,0,0
"365",0,2.75040337640369,2.75040337640369
"366",0,0,0
"367",2.34675230410276,-2.32249316630466,-2.32249316630466
"368",0,0,0
"369",-2.81861677368741,0,0
"370",0,-2.22092957934888,-2.22092957934888
"371",0,2.47728700484881,2.47728700484881
"372",2.24061854851023,0,0
"373",0,0,0
"374",2.95561028958624,0,0
"375",-2.5855200451516,0,0
"376",4.34538737512077,2.34211752171288,2.34211752171288
"377",-2.22725860462418,0,0
"378",0,-2.32249316630466,-2.32249316630466
"379",6.3848631406118,2.66618548391556,2.66618548391556
"380",-2.55096052050341,0,0
"381",0,-2.10467870398631,-2.10467870398631
"382",2.66618548391556,0,0
"383",2.10818510677892,-2.37814981781333,-2.37814981781333
"384",0,3.09245421522511,3.09245421522511
"385",-5.27482586007599,2.53784908260946,2.53784908260946
"386",0,-2.26000613853934,-3.08512832757664
"387",-2.61617667665206,0,0
"388",-2.98730666615107,0,0
"389",0,-3.34468472174142,-3.34468472174142
"390",0,0,0
"391",-2.63592133116836,0,0
"392",3.07953495329996,0,0
"393",0,2.55096052050341,2.55096052050341
"394",0,0,0
"395",5.34227184386047,0,0
"396",0,2.71720587189655,2.71720587189655
"397",0,-2.19016989785258,-2.19016989785258
"398",0,0,0
"399",-2.52138231015314,2.10476882661054,2.10476882661054
"400",-2.63592133116835,0,0
"401",-3.91506463451588,2.48870112455863,-2.34936050513458
"402",0,2.72501795067583,-2.36168937857427
"403",-2.78012085067721,0,0
"404",-2.12070034636868,0,0
"405",0,2.21388208478914,-3.26917420765551
"406",2.09504391599624,-2.10476882661054,-2.10476882661054
"407",4.52236964903632,2.2820404859343,2.2820404859343
"408",0,2.39045721866879,2.39045721866879
"409",0,2.78012085067721,2.78012085067721
"410",0,-4.90661090744396,-4.90661090744396
"411",2.19856446213224,2.71227819903726,2.49722934457863
"412",-3.4204890800986,2.72501795067583,-2.26000613853934
"413",4.84682144900317,3.75045884344433,2.2820404859343
"414",-2.34936050513458,0,0
"415",2.16888494290298,2.5855200451516,2.5855200451516
"416",-3.09228708696833,0,0
"417",2.39045721866879,2.300831742694,-2.66618548391556
"418",0,2.51661147842358,-2.47679816456288
"419",-3.3593828748507,2.87689007466124,2.87689007466124
"420",0,0,0
"421",3.37778467051957,2.61101699849969,2.61101699849969
"422",0,2.22725860462418,-2.59239734945615
"423",0,-2.62374883916401,-2.62374883916401
"424",2.16888494290298,2.38498421129988,2.22725860462418
"425",-2.54958582863865,2.2820404859343,-2.16888494290298
"426",-2.15606546468913,-2.61664164276459,-2.61664164276459
"427",2.15307119220985,3.44245776501579,3.44245776501579
"428",-2.74693548622033,0,0
"429",0,-2.43825409136303,-2.43825409136303
"430",4.05979404783585,0,0
"431",0,2.2820404859343,2.25799302362937
"432",-2.10476882661054,2.78655413649195,-2.34211752171288
"433",0,2.36587185688938,2.36587185688938
"434",0,2.50153052477735,2.50153052477735
"435",0,-2.47679816456288,-2.47679816456288
"436",0,-2.15307119220985,-2.25819439102596
"437",-2.19856446213224,0,0
"438",2.23835351154791,3.07953495329996,2.96599182814585
"439",-2.53784908260946,-2.24061854851023,-2.24061854851023
"440",0,0,0
"441",0,-2.16888494290298,-2.16888494290298
"442",4.05072907350797,2.37802330742771,-2.10818510677892
"443",0,-2.37814981781333,-2.37814981781333
"444",-2.69016844026656,2.4648906473717,2.4648906473717
"445",0,3.44245776501579,-2.56660293882961
"446",-2.37207572226468,2.22330596879834,-2.65361388801511
"447",0,0,0
"448",2.83449686928711,2.47728700484881,2.47728700484881
"449",0,2.43825409136302,2.43825409136302
"450",-2.12070034636868,0,0
"451",0,2.54958582863865,2.54958582863865
"452",2.66618548391556,4.9133282925027,-2.50153052477735
"453",2.32249316630466,3.09245421522511,3.09245421522511
"454",0,0,0
"455",3.81211721669607,0,0
"456",-2.3323624036192,-2.50153052477735,-2.59239734945615
"457",-2.34200522045872,2.32249316630466,-2.63592133116835
"458",0,2.22330596879834,-2.56660293882961
"459",2.11285007371453,-2.12070034636868,-3.07953495329996
"460",-2.36168937857427,2.44172026007226,2.44172026007226
"461",0,0,0
"462",0,2.72501795067583,-2.76995313720608
"463",0,0,0
"464",0,2.56660293882961,2.56660293882961
"465",0,-3.34468472174142,-3.34468472174142
"466",0,-2.23916443449594,-2.23916443449594
"467",0,2.46867163118984,-2.71227819903726
"468",2.10840654316489,0,0
"469",-2.51661147842358,2.10840654316489,2.10840654316489
"470",-2.78012085067721,0,0
"471",-2.19016989785258,2.10467870398631,-2.22092957934888
"472",-2.72501795067583,0,0
"473",0,2.32249316630466,2.13576869920596
"474",0,0,0
"475",0,3.19855736712181,3.19855736712181
"476",-2.59239734945615,-2.13576869920596,-2.13576869920596
"477",2.19016989785258,2.5855200451516,2.5855200451516
"478",0,2.16888494290298,2.16888494290298
"479",5.65701092533845,0,0
"480",5.1433721308402,3.19855736712181,3.19855736712181
"481",-2.37814981781333,0,0
"482",-2.34675230410276,-3.15636746936407,-4.29078695732826
"483",2.66618548391556,2.45506897123473,2.45506897123473
"484",2.36168937857427,2.49722934457863,2.49722934457863
"485",0,0,0
"486",0,0,0
"487",-2.22330596879834,0,0
"488",-2.12070034636868,0,0
"489",0,-2.15606546468913,-2.21402777230681
"490",0,-2.10476882661054,-2.10476882661054
"491",-2.75040337640369,0,0
"492",0,0,0
"493",-2.10840654316489,2.22092957934888,-3.07953495329996
"494",2.34293620952907,-2.37207572226468,-2.37207572226468
"495",2.37802330742771,-2.22725860462418,-2.59239734945615
"496",0,0,0
"497",-3.44245776501579,2.43825409136302,2.43825409136302
"498",-4.77211165474888,-2.75040337640369,-2.75040337640369
"499",-2.92221249102399,-2.5855200451516,-2.5855200451516
"500",-2.95246116541819,2.91416128417596,-2.43825409136302
"501",0,3.1669683660287,-2.21402777230681
"502",0,0,0
"503",2.56660293882961,-2.67100906763234,-2.67100906763234
"504",2.82783185437766,0,0
"505",0,0,0
"506",3.4223279748036,2.24061854851023,2.24061854851023
"507",-2.23916443449594,0,0
"508",-2.22330596879834,0,0
"509",2.98730666615107,0,0
"510",-2.19016989785258,2.47679816456288,2.47679816456288
"511",0,-2.25799302362937,-2.37814981781333
"512",-2.99278537414169,0,0
"513",-2.16888494290298,-2.26000613853934,-2.66377157660819
"514",0,2.34211752171288,-2.34675230410276
"515",0,0,0
"516",3.21052631578947,2.52441494359652,2.52441494359652
"517",0,3.23876638156147,-2.61101699849969
"518",2.47728700484881,0,0
"519",0,0,0
"520",-2.62374883916401,0,0
"521",-2.45506897123472,0,0
"522",3.89945494465002,-2.5855200451516,-2.91416128417596
"523",-2.25799302362937,2.76217096349785,2.24061854851023
"524",2.54958582863865,-3.84176752028055,-3.84176752028055
"525",2.45506897123473,-2.50153052477735,-2.50153052477735
"526",-2.81861677368741,2.22725860462418,-2.12070034636868
"527",0,3.44245776501579,3.44245776501579
"528",0,0,0
"529",2.21388208478914,-2.36587185688938,-2.36587185688938
"530",-2.37802330742771,0,0
"531",2.22330596879834,0,0
"532",-2.68152842149629,2.56660293882961,-2.24061854851023
"533",0,0,0
"534",-2.25799302362937,-2.69016844026656,-2.69016844026656
"535",-2.44746787719492,2.44746787719492,-2.21402777230681
"536",-2.12070034636868,3.43410882883403,-2.5855200451516
"537",2.56660293882961,-3.4204890800986,-3.4204890800986
"538",-2.10840654316489,-2.37814981781333,-2.37814981781333
"539",2.56455124279533,-2.21388208478914,-2.34936050513458
"540",2.84234346485477,0,0
"541",0,2.44746787719492,2.44746787719492
"542",2.19856446213224,0,0
"543",0,3.00792603759119,3.00792603759119
"544",-2.55096052050341,0,0
"545",0,2.21995239561563,2.21995239561563
"546",-4.77051540798753,-2.43825409136302,-2.43825409136302
"547",-2.16888494290298,0,0
"548",-2.4772870048488,-2.81861677368741,-2.81861677368741
"549",0,0,0
"550",0,-2.39045721866879,-2.39045721866879
"551",-3.21052631578947,-2.38498421129988,-2.38498421129988
"552",3.35168402777188,-2.63592133116835,-2.63592133116835
"553",-2.300831742694,0,0
"554",0,-2.26000613853934,-2.26000613853934
"555",3.07437418830991,2.66618548391556,-2.90181717205162
"556",2.63592133116836,0,0
"557",0,2.13576869920596,2.13576869920596
"558",2.2820404859343,2.34936050513458,2.300831742694
"559",0,0,0
"560",3.30090423833185,-3.06312194490894,-3.06312194490894
"561",-4.52842223401434,2.6263358283586,-2.22330596879834
"562",-3.71983371095575,2.10840654316489,-2.20105009346544
"563",-2.10818510677892,2.56455124279533,2.10467870398631
"564",-2.37814981781333,2.39045721866879,2.39045721866879
"565",-2.300831742694,-2.15606546468913,-2.52441494359652
"566",-2.2820404859343,-2.43825409136303,-2.5855200451516
"567",0,0,0
"568",-2.10476882661054,2.25819439102596,2.25819439102596
"569",2.82583705660136,0,0
"570",0,3.31918477076358,2.48870112455863
"571",2.36587185688938,0,0
"572",-3.04885562982926,0,0
"573",3.55902608401044,0,0
"574",0,0,0
"575",2.16888494290298,2.25799302362937,-2.15606546468913
"576",0,-2.34936050513458,-2.34936050513458
"577",2.45506897123473,2.68152842149629,2.68152842149629
"578",0,2.36168937857427,2.36168937857427
"579",2.21995239561563,3.20925625510572,2.21388208478914
"580",0,2.66377157660819,-2.92221249102399
"581",-2.71720587189655,0,0
"582",0,-2.95561028958624,-2.95561028958624
"583",-2.26000613853934,2.10467870398631,2.10467870398631
"584",2.71720587189655,5.12326258448943,-3.4223279748036
"585",0,-2.83449686928711,-3.08417457717258
"586",0,0,0
"587",-2.61664164276459,-2.49722934457863,-2.49722934457863
"588",0,0,0
"589",-2.76995313720608,2.13576869920596,-3.09228708696833
"590",0,-2.19856446213224,-2.19856446213224
"591",-2.72501795067583,2.39045721866879,2.39045721866879
"592",2.37814981781333,0,0
"593",0,2.21402777230681,2.21402777230681
"594",0,2.34864408377644,2.34864408377644
"595",0,-2.24061854851023,-2.24061854851023
"596",-4.77437059069448,2.61664164276459,-2.63592133116835
"597",2.43825409136302,-2.37802330742771,-2.37802330742771
"598",2.22458843332556,2.71720587189655,2.71720587189655
"599",0,3.61268118332912,2.25819439102596
"600",-2.22725860462418,0,0
"601",2.300831742694,5.16099722980104,-2.56455124279533
"602",0,2.25799302362937,2.25799302362937
"603",3.31918477076358,0,0
"604",0,2.38498421129988,2.38498421129988
"605",-2.50153052477735,2.44172026007226,2.44172026007226
"606",2.72501795067583,0,0
"607",0,2.19856446213224,2.19856446213224
"608",-2.69016844026656,2.34864408377644,2.34864408377644
"609",-3.27820169221505,0,0
"610",2.10467870398631,0,0
"611",0,-2.40172387489727,-2.40172387489727
"612",-2.36587185688938,0,0
"613",0,5.32442854775466,-2.89609864945713
"614",4.49783428501441,0,0
"615",-2.22458843332556,0,0
"616",-3.70897199874126,-2.87689007466124,-2.87689007466124
"617",0,2.21388208478914,-2.21995239561563
"618",-2.09504391599624,-2.300831742694,-2.300831742694
"619",-4.82954242572525,-2.21388208478914,-2.25819439102596
"620",0,-2.72501795067583,-2.72501795067583
"621",-2.19856446213224,0,0
"622",-2.21995239561563,0,0
"623",2.4648906473717,2.39045721866879,-2.48376918359666
"624",-2.49722934457863,2.78012085067721,-2.34936050513458
"625",-2.26000613853934,-2.19016989785258,-2.19016989785258
"626",0,2.50153052477735,-2.15606546468913
"627",0,2.65361388801511,-2.66618548391556
"628",0,-2.37802330742771,-2.37802330742771
"629",0,0,0
"630",2.89289807700342,0,0
"631",0,2.90181717205162,2.21995239561563
"632",2.36168937857427,0,0
"633",2.49722934457863,-2.49722934457863,-2.49722934457863
"634",0,2.68152842149629,-2.43825409136302
"635",-2.24061854851023,5.63563999721854,-2.12070034636868
"636",0,5.16414509715394,-2.63592133116835
"637",2.91416128417596,2.22458843332556,2.22458843332556
"638",0,0,0
"639",0,2.97274440581857,-3.74203033166747
"640",5.60368926426305,-2.20105009346544,-2.20105009346544
"641",3.30157514019816,-2.82783185437766,-2.82783185437766
"642",3.30090423833185,-3.30090423833185,-3.30090423833185
"643",0,0,0
"644",4.91554109621183,-2.10467870398631,-2.10467870398631
"645",2.34211752171288,3.26724208774327,-2.5855200451516
"646",0,0,0
"647",0,2.86331335445994,2.86331335445994
"648",0,0,0
"649",0,3.95523382922864,3.95523382922864
"650",-2.86331335445994,0,0
"651",0,2.36587185688938,-2.45506897123473
"652",2.3323624036192,3.8564497238838,2.56455124279533
"653",-2.76217096349785,0,0
"654",0,0,0
"655",0,0,0
"656",2.66377157660819,2.10467870398631,2.10467870398631
"657",0,2.65361388801511,-2.22092957934888
"658",-2.19016989785258,0,0
"659",2.82583705660136,-2.15307119220985,-2.15307119220985
"660",2.37207572226468,3.07953495329996,3.07953495329996
